10089 36421
4640 2068 1
7660 4716 7504364
5876 153 73827
3325 3677 6144
7504 5332 7523466
6218 1434 2249355
3316 2949 181778
1037 4056 86967
5817 5467 40278
1945 5949 1
9485 6780 280988
2742 1741 13282752
6492 9672 1
5679 4668 1501
4117 9150 79630
8990 3483 5488411
8906 9060 3979377
4238 811 1
873 8491 1
7903 5536 44209
8689 9007 1
3291 4222 11488858
9574 5497 1
2452 8658 1
8377 7698 1
5822 6576 86565
9082 3936 111417
61 6309 1
6085 3584 1
3006 2685 1692
4186 8742 1
1866 9654 1
1937 9303 1
4683 4917 1
3808 5755 99103
607 193 1
6719 5531 1
2435 2703 645470
4199 7724 1
6548 2486 93474
6884 690 32025
2 6451 7622781
6087 614 1
4210 8145 8783128
7659 4094 1
6745 3958 58274
2750 1930 1
5493 8513 1
4597 7662 10661669
2089 3199 1
1324 341 9602174
8044 2773 14376
4467 2663 1
114 2998 1
7020 4325 9107022
5492 6251 4248806
2168 1041 31037
6551 12 3795314
9293 5239 9312073
8574 8334 2937182
12 3350 85631
8555 1383 1
8716 8034 2971480
435 7807 1
94 5307 2890927
6771 5222 1
1945 6924 1
8497 2908 1
399 3887 1
7068 2626 2610068
6568 2121 1
3113 5651 69598
5416 7312 96799
1774 1990 1432
8818 8946 78311
8291 8247 3638
9861 4116 94809
5715 1257 12841715
2499 8027 79117
8561 5016 2773686
683 1085 162
5796 7841 88887
67 7576 1
1466 4164 1
3735 7143 3555513
5037 3644 1
10018 3236 12825427
9425 6022 67889
8871 7073 9294047
8544 6832 11124193
1597 9754 5885442
5006 5480 20748
2438 1718 1
9675 6104 1
4251 6066 4408895
3776 2316 2318210
4533 2765 1
352 3135 1218051
3623 6202 6678869
2196 7082 1
3927 9793 1
3157 7511 1754670
2026 9735 5668631
7037 2942 60513
8230 3442 1889712
6335 3886 70600
5408 2472 5280547
5793 10060 82824
2156 9189 1
6608 6423 91850
4069 4042 3969594
187 9336 1896005
7611 8080 4580319
6332 7829 1
5693 6479 1
9780 6410 786522
7217 491 7404647
9085 6184 97155
2294 3149 6669787
2900 6985 1
9437 2345 58278
3935 482 94892
1483 2815 1
963 4503 10872027
3334 9140 11331695
4387 8773 1
2791 1248 2443452
1134 7015 9572315
3971 832 1
2346 3455 1
2022 2135 13070021
5699 2078 1
4890 5272 90840
3393 811 12077337
2619 6483 69425
4205 7068 720864
3062 4251 1
2230 6673 1
6867 8332 1
2799 5055 1
6405 8330 1
4275 223 539792
5269 8712 2084071
5228 7357 11172996
7922 7074 1
7981 738 1
3493 7959 1851252
1435 4222 1
7864 221 55040
9944 6035 3760803
2509 8045 1
4118 5048 1
3807 5600 6575893
1268 9100 1
4396 8041 14957
6413 361 5738418
3661 6463 1
6974 6753 1
6924 8784 3554335
9474 3554 1
409 8633 1
2332 9819 21346
153 5217 1630498
7367 514 1
2451 7213 1
2978 8155 59866
1054 1503 1
9271 675 12236
5641 4810 28924
320 3298 1
4249 3904 1
5596 4022 789033
1899 8765 7963963
11 3398 14615879
7707 9157 16494201
2754 7064 94669
4261 9285 5772829
1866 5447 1
7206 7510 4780770
1092 4965 12329086
1776 7738 1
3123 3041 1
2405 9492 2609613
5158 9306 1
9964 781 68637
9448 1735 64196
3521 4677 7424114
7008 9519 3571619
4813 6123 3445338
3376 5484 9256689
3488 5251 24131
7836 1509 10479166
1771 6945 8184292
7605 4674 10503586
7340 7557 1
7043 8515 1
4636 1919 14652977
6509 8427 66137
6681 2549 49909
9494 8550 57021
1884 6437 1
814 4159 1
7378 6428 88307
9867 4625 14752913
4309 9250 1
7667 7273 1
4134 5333 6734
8882 869 1
418 7089 16499224
501 6805 1
8337 8992 38540
7952 360 37464
1035 1312 16784
8588 5719 1
2821 4871 4492828
5168 8499 239682
8383 4660 1
1395 8086 1
555 1816 77290
3504 9888 83321
7642 6516 7018483
734 7829 1
3038 8763 1
7957 3532 6345379
1037 2244 1
4122 7529 79252
4375 7021 24712
5416 8576 1
6780 1655 11710111
5329 3185 6408771
5622 7494 8926
963 6703 14715803
7550 9515 1
6117 409 13560171
6459 2271 6855
186 2481 1
7379 8028 14655333
28 7034 8517969
6459 2160 1
7977 9279 19899
7333 5649 2780526
5265 5437 64220
9715 4051 1
676 6295 1785638
1171 2735 1
4451 6754 1
9272 1500 1792
9285 5892 1
8451 6928 1
3041 2191 10173
818 8744 1329915
533 622 10665971
9670 4438 25304
6412 6776 1
5913 8108 5280569
3518 281 1369232
3120 7286 1540126
417 150 16733462
8879 8570 52767
3061 473 1
4057 2469 12253231
2810 9412 1
700 4676 7129
49 1196 1
8433 4908 41415
4164 1272 1
6746 256 8839967
4360 6462 10489527
3133 8765 7365
4837 5594 12706133
8652 5647 1
6577 7396 1
4828 1952 1
1320 9863 4563629
6804 2651 32304
9269 3892 18183
6035 2265 968659
7492 1269 1
9703 7401 1
6274 2756 61575
7915 2367 50940
3940 5185 1
7280 7511 1379938
5220 1110 3341075
1955 6845 1
7592 7041 1
9951 9492 5828774
2442 8805 1
9354 7766 1626635
8613 5014 10991432
7315 5138 1
8962 6113 15873
3545 3419 20194
7755 2130 2171586
5580 4619 1
6583 6657 10419215
5345 2502 1
4537 9278 858983
9865 7938 61709
9091 6694 1
3707 1059 1
438 43 78105
3099 3905 5063711
2537 9530 13466
7652 1478 4930344
8167 8192 14147519
7194 9684 1
7993 7892 83094
6206 6305 4231
1521 2083 2386294
5686 3851 29444
1471 431 14770509
2153 3704 1
9097 7560 1
3043 1353 7039679
9270 6905 1
5334 76 53179
3512 1417 6835230
3537 7329 1
1573 4714 7783287
6363 3217 27877
573 1537 37922
9351 9519 5567157
6263 4302 58557
4549 2724 5277972
5639 9618 3727579
6642 2272 95724
9377 2308 63900
5024 5241 3772
1754 3529 1
5513 5359 15619165
4083 116 89654
7249 5755 1
2358 8589 1
6086 2510 2809104
8625 400 979858
151 3349 1
4791 9016 45785
2369 9117 1
3487 9171 289512
2545 7134 1
10034 10076 62603
3959 9169 1
2221 4861 10299937
4274 8641 51473
7824 1691 34989
316 2811 1
4314 9105 6463241
7236 1191 7490840
5121 6224 1
7311 8744 82973
3430 6002 14744
6798 9314 1
7693 5065 2580599
5751 3086 1
3242 7741 1610706
7237 8618 1
1217 909 64931
8012 1703 14571
6300 613 363877
6336 6820 1
889 8322 1
392 9552 1
9246 8973 69061
2604 2089 84043
933 7722 1596623
6671 2314 31296
4735 2531 1715821
225 7039 88786
3406 9656 6569559
9327 2550 10046313
2954 6496 6739191
5735 1663 1
4079 8657 6947367
6905 8728 6826335
1131 6297 42891
1957 540 1
1727 2519 82859
7678 7779 7881446
7502 9026 1097553
2960 4837 59107
9464 1066 1
7673 4911 81385
9396 7692 1
7028 4879 2729
5928 1237 45422
8789 3227 2557289
3928 8765 7667950
3868 7387 1490426
2466 3636 47377
7482 2913 35717
2701 1747 52500
1446 9853 25942
8760 6600 11550061
2991 1471 1
1366 9681 772
4926 7287 1
6610 7137 76846
3560 7612 25518
1755 7328 98474
9028 7117 65906
7793 6704 62894
4697 10084 12853219
7252 1332 4656648
895 8577 1
3185 4028 1
6545 5800 88433
992 1613 6579435
7463 746 1
54 2599 48678
1376 5079 7836789
6650 7944 63719
4239 5350 83729
3435 9223 6900
3193 6040 1
661 5734 2081422
1324 1697 24564
9694 1232 459842
2952 5426 64756
9382 3724 1
1163 7646 1
8830 5848 71125
567 5149 1
5686 5563 1031050
9271 4977 81074
2789 9391 1
9353 8001 9045495
3574 2897 5104310
2359 47 97095
6297 9671 1
1139 9249 11116732
8963 7110 88267
3499 1494 9454763
1317 3361 9593328
2699 2655 5114162
5395 3651 49955
9242 1694 1
6548 3740 67732
957 9130 1
1941 4980 1
7940 9843 80683
3896 2201 14818817
6797 881 24159
9142 2265 20032
3547 5465 12077186
6982 2702 5526867
6520 3987 2016336
4856 6365 1
1045 4650 2378911
8770 1503 1
2501 1687 1
6006 3417 12455177
5250 2430 1
7921 8908 1
3183 3175 2897678
6157 895 1
3768 6372 1
4006 5763 71209
8933 6004 36641
3861 7337 1
5358 8003 8029944
655 9370 1
6731 7310 11784328
7484 729 36420
219 9153 27206
6664 9674 181
1633 520 23579
9685 6596 1
7781 8670 1
6595 7400 55838
5593 3362 5371492
4699 9528 250187
6773 7926 7050120
4978 7029 5784883
4282 1447 1
4191 4463 3486313
7896 4858 9179966
3622 319 5907146
1703 6830 1
3653 854 2795205
9108 5778 1
8048 2777 12794605
9622 6166 1
649 7674 1
5148 9386 1
1799 2282 6042998
6268 7680 71182
3778 6607 1
6454 7681 1
8618 9656 13252335
4906 9931 3413342
8069 2411 12586318
9196 6559 47148
2844 3370 1
9105 5590 1
6561 1930 1
9099 6773 7885530
636 4894 1
8627 2277 67252
4716 8502 77005
5697 5555 11496791
5771 2999 1
4702 1363 48648
344 8065 3809395
5329 4867 75115
7943 5877 8213048
7293 2569 6229516
7294 4439 3823692
4514 8888 699270
8359 9969 13359888
2253 6589 12275108
5644 4135 1
5969 5531 89651
3091 473 2186683
4522 9206 3742712
1032 1716 9261885
5371 6149 48693
5333 6502 4197820
2033 5178 1
713 373 1
8818 8109 1
6584 5412 69475
1750 4245 24583
3814 4192 1
2262 5609 1
2087 4613 5528618
4870 7522 8804883
1044 9045 1
4346 1786 882750
6830 3449 4654787
9294 76 1
4170 8489 280678
5849 2649 57177
393 5543 28843
1399 5545 1
3773 6027 9482061
1870 6552 35954
7344 6462 7135
8556 4442 1
928 3807 1
6873 344 18494
5915 8354 76965
7984 3791 11720770
2440 6077 1
3914 2301 1
8542 539 1
3165 3718 4344195
3187 4902 1
3419 1658 11509043
8719 6268 1
432 2627 8213735
3958 5877 1
5965 1367 3485000
1133 3961 18792
5696 2349 49909
2686 6690 1
4032 5596 1
1917 9930 1
9600 36 4660988
7285 4058 1
3986 7835 25620
3398 7417 1
2150 2069 1
133 9042 11574806
3096 5596 3323295
3143 3233 1914600
2479 5095 16462280
2755 5244 10473036
5096 118 98761
4161 8473 48062
4106 7912 3388964
2014 3106 2811674
8938 2404 13569420
6486 8976 321900
1159 9482 30946
1626 7900 1
8819 3580 1
9893 6898 1
807 1730 1064492
2702 9020 35204
2849 5916 1
6961 2389 1
7683 1615 2092755
2402 2991 81112
2759 5175 9265
2519 3670 1
5259 6439 1316492
707 2034 53588
6772 545 3570856
5883 5165 1
8207 5082 3619538
6479 4993 9610557
388 5743 1
136 4556 72503
5120 4272 1
7303 5504 1213
8761 6914 1
5676 6771 50386
408 6485 16852
4098 5128 6510446
4178 2291 13788239
355 9622 12532766
840 6689 56746
6970 5977 14899464
8339 9658 9238643
9848 88 1281321
5666 5552 1024584
845 8316 1
3324 5269 2081369
5234 889 9683
297 3278 12291
6566 6684 14667957
6664 1024 1
7485 2272 1
6888 8888 30466
3424 9680 1130197
5552 8975 173896
3998 1132 7736982
7000 9637 1
149 3592 6957026
7991 1460 5352845
8185 8111 1
9587 2163 6618267
1919 4924 1
9937 4674 23325
4848 2487 72170
4327 9274 42020
6000 5454 1
8996 1013 33991
2807 4554 59217
2429 4956 16765
6526 3131 7514201
9815 1767 2928906
8854 6068 1
3299 999 1
8882 6841 1
10074 8116 40997
2627 1706 40826
5242 7530 1
2439 4511 18341
8730 580 1
151 1854 33756
9932 4582 1
1509 5829 888109
9710 5968 8741814
3111 5081 2969324
2886 2107 1
4162 7465 7219
6030 3183 19260
6163 427 1
9206 7287 1
3800 7639 1
4336 9626 1
5015 279 14317012
3551 5693 8002
7976 9822 1996162
5925 8005 1
1810 7495 1
7061 424 773105
7184 5752 69088
9681 2761 1
8449 1215 7910366
6247 5289 7479045
8894 4081 3107572
342 6025 94819
9995 6809 1
655 5336 8033611
7330 5197 58426
2342 7519 39871
3823 1094 1
7882 9883 3212992
7774 8105 1
5157 7043 6584678
837 7901 2722979
5757 7428 57485
4724 4379 5396276
67 8814 62886
1518 9481 14968772
1131 4442 1
8629 619 1
8635 7161 1
4046 9082 1
7252 6614 1
2501 606 9748877
9036 2529 86326
10034 7652 45427
8287 6335 12969068
2081 1643 1
3087 10023 1
3538 5204 4805056
4098 5228 44281
3868 8343 1
2860 2518 56509
7925 5033 1
4712 8534 1
421 162 1
2581 1153 43316
5922 7898 90571
7859 5605 1
9511 4063 1
3185 2294 12661
71 5923 33204
2084 6485 1
142 5455 8879202
9974 9933 9953
7443 7017 1
6902 7183 1
8351 8363 1
8858 2740 38205
8660 6672 4419805
6147 8478 5725464
9780 6175 1
3941 9127 1
2067 1558 6091248
9462 3312 11296552
6984 2986 1542012
2750 7056 1
3691 4345 1
7596 401 1
4005 9141 27782
9914 9263 9184391
367 1710 1
3351 8101 1
1960 7119 4255584
7318 14 1
9325 6356 17777619
5092 8163 15275611
2477 6736 43213
2615 8955 56922
5085 2315 1
4418 3854 7995880
5471 1455 924445
6524 5441 5796
3887 963 1
7037 2254 1
2024 5657 1
2463 8089 9455798
4962 7478 26044
10081 6136 13378
6150 8419 1870733
10087 4202 1
8383 62 1
8655 3984 9726112
3733 3588 7604
9752 4472 2502159
4323 1829 1
9361 3298 12026
207 3074 1
10068 1313 1
2550 5780 1
9914 467 15398
8810 7008 3849953
5215 8984 1985813
128 4565 547924
7830 9793 1
9205 4745 1
6956 8884 14221610
7377 8004 7244
869 5425 1
9684 7918 1
2715 8879 1
9251 6447 3688352
3290 1828 6279803
6798 6547 1475
1712 1515 1
1553 1756 1617553
5753 4153 1
8740 3883 8104227
2060 6808 1
9950 8034 80256
5127 1845 11696599
207 4686 52449
4903 7447 66922
3379 6530 33239
8197 9108 29624
8460 5905 67908
7720 4713 3158922
732 3391 5203
10042 539 1
6487 9979 4366861
9525 6446 8490162
4147 8097 11529549
412 3497 81484
9047 4767 1
5911 1578 1
7607 8572 7681
4548 1328 48678
7605 6343 3976849
3296 3737 485923
4766 2067 1
1168 6645 5733
4198 1978 3263753
8605 9945 30865
3648 8445 72223
7170 3717 10163667
5062 7229 19254
3625 5484 8048328
2354 4331 72282
9845 4692 57407
7603 1363 1
2663 9378 6348813
6439 8084 1
3972 7991 1
1337 7753 8791
3394 8074 49757
8553 9826 6462646
4729 6115 1
5826 1793 14872083
2550 489 1
2483 2320 86791
2742 3861 7781800
2389 2991 56016
5536 2089 4969242
3711 900 8406006
4849 5760 2855631
10068 1466 1
1278 3349 1
3200 9745 4825485
3977 5668 639834
7576 7938 1
7025 1975 63362
636 6546 1
1052 4445 1
8753 3181 1
8231 9060 15394255
9368 1365 37985
3263 236 93239
1585 6079 3852141
5227 7635 1
1100 5318 33704
8531 4153 75666
1973 9618 4056919
7270 3813 1
4844 4312 1
5829 9069 1
5518 5904 2149
3056 4309 92198
2298 4284 87087
8115 2236 1
2837 663 6629034
4279 7205 69031
918 5675 1
8050 6267 11532090
1600 6085 8779
7134 8240 30430
5024 5344 1
6990 6999 2626626
4851 5938 49313
4648 5340 128842
8366 9111 5410872
8673 3733 1
2634 8458 530629
6210 3436 1
2888 5621 83702
3579 2993 1
4736 6104 73341
6884 9464 83304
6474 2598 3194010
2484 4386 78233
8328 5481 2717585
8221 8098 10838904
5795 7020 1
2562 9536 1
4489 2743 1
927 6878 1
6330 5667 87644
2044 7312 1
3222 3430 7250584
6952 7434 47973
9464 5120 1
7142 784 1
5584 9210 2947477
7783 1107 1
4281 7348 1
5009 1379 1
7101 3138 1
773 6857 2239025
370 1578 1
1243 7126 8099289
1602 6404 1
8044 10067 60031
5472 9569 13345
176 5381 302883
3120 575 99073
3442 208 1
4247 9782 1172346
2411 6590 1
4241 4463 85106
2358 2295 1
4124 9125 1
6080 3029 5623201
8094 5699 84910
10001 2833 6272999
4477 5476 1267
5502 2625 1931773
5135 8471 15190058
4256 6566 1
10017 1629 6955
5453 663 1
6738 5812 11320465
4759 7102 1
232 735 1
2163 1879 1
4869 985 1
1829 5524 11388236
5642 5694 1120248
8 1258 9278931
7598 7231 1
9010 1115 8047542
7289 3485 94601
6176 6937 6234715
8323 7510 1
3428 5025 1893434
5161 2019 1
2547 5284 5946290
8079 1141 15319333
9926 4628 1
5130 7046 4455
9958 150 2527113
8227 3879 5676990
9836 1173 7600697
7274 5612 1
7130 8746 1
9993 8060 71442
2321 9560 14670068
5261 2279 1
2483 8866 74433
1757 9250 1
2232 6341 8033379
1531 4005 5677504
3031 2376 18331
2635 1202 1
9730 1748 13478
9438 1114 1
10021 4338 1
7986 897 1
4157 2461 1
3131 5127 1
9932 6546 6285178
5522 9403 4613855
8583 7923 12460406
4482 5652 1
8437 3250 54357
130 8997 3437672
8200 9715 4114781
55 8520 9867
7510 6230 70816
5273 5149 1
9415 6815 15807
2469 3740 1
8340 5943 69550
847 5261 48922
9623 9917 1
6031 6152 1
8864 1001 20287
7734 1749 4716267
9068 1340 65662
8231 1097 1
7743 8126 1
3990 4732 84724
2355 6151 8646496
7419 320 13750858
5633 9244 5025370
3498 4685 1487557
3041 3292 6083037
9945 8986 1
2730 4474 89848
3084 6006 1
1765 100 1
3800 5700 1
5724 4849 272531
5668 6939 28392
4498 3254 1715063
6076 6358 9234550
9751 10010 1
1446 2588 1785960
6444 8827 4291497
4973 979 1
1861 1007 21493
7377 2606 3770181
3343 1470 1
8217 6009 1
6103 7009 1
2463 2531 74881
654 6711 1705
10 3912 12586124
9044 7354 46133
1151 6119 1
4476 7678 1
7597 3544 6778954
3985 2512 28660
7673 4906 1
5672 3162 44502
4306 4511 4864453
5283 5304 1
6102 3006 87691
326 7647 77158
7326 5899 2785454
9740 73 1
5258 9037 87043
5535 6330 20980
1312 5528 1
9085 4982 5015929
8000 8693 94459
9233 7082 1
2329 4352 1
6340 5502 1
5839 7314 23476
2045 7139 1
8181 3985 5192177
8977 5272 1
75 4989 1
4751 3295 1
535 5740 1259970
9777 1026 3956373
9301 5650 1236105
8189 9697 11930
4616 6328 6695631
6703 9801 1
3707 306 1
227 5309 54472
7386 8897 11809055
4361 1755 2581601
5792 7757 1965380
3718 6607 3488734
9207 3232 1
2225 5608 1
7184 10057 43609
2750 6728 1
7706 508 1
8130 5702 1
8659 5627 1
4133 2451 6736
8833 7593 79665
7278 665 7192395
8560 8681 1
833 8802 1
1137 3735 1
3985 3247 90801
1032 1935 776548
8759 739 57957
9856 9517 4104423
7859 7810 17162
6338 7579 1472656
2406 6672 8014102
2745 5299 1
7840 7383 6939543
1614 2863 84413
1202 7274 3022820
2380 6077 1
4886 7953 72185
1222 1543 10947150
752 6014 12480563
1352 4658 6205499
546 9325 1
28 3025 1
2664 2454 14931966
5447 8686 1
2675 7354 1
8748 2944 1
8509 2964 11305691
6034 5242 1
3392 6019 1
5514 4082 1
9463 6723 15636819
4003 5208 35815
2499 3364 1
9226 4901 1
8792 4192 1
9111 6114 1
8913 9263 90150
2425 3507 22283
6381 2761 1
3344 3739 1
2946 3784 63846
980 9701 5732350
8312 2343 1
6124 1357 1
3833 1146 1
1906 8424 1
6746 5150 1
5148 150 51351
10026 4754 82161
4865 304 23762
6974 1068 1
5060 7292 1
2465 7145 1
8605 9983 14996
6917 878 95
9645 1943 1
32 4447 1
5313 8261 2335
6909 1598 95610
111 317 1
2777 2828 66365
6220 3773 1
2402 2611 5709503
4994 8213 959896
8522 4032 1
1553 1145 63465
1901 4771 1
6690 5297 31748
1138 1003 12498954
1950 3415 4093586
848 2275 2486959
1080 7554 1206098
6159 5072 1
6132 9358 1
2369 3938 1
2212 6026 34081
2433 10032 1
6603 15 82144
275 4438 2952843
5465 2655 753286
5400 7740 1
4916 6105 2625809
1359 2171 1
5671 9599 594963
9466 5921 1
6251 3188 886748
6201 4344 94052
3957 4944 6723868
2958 5206 1
1085 5656 61385
7005 5285 96170
7094 1355 1
2849 863 1
2813 7216 13665350
9807 1677 11576924
3652 10042 1
8574 3529 3609395
4330 3930 25285
1734 1917 1
7102 3145 32931
7091 8834 1
9067 6620 1
283 8964 7801627
2071 2462 13946
9510 6523 1
6801 7137 1
4460 9834 13418474
1514 7050 1
483 5745 87351
5590 3548 1
190 2328 1
7924 538 4218727
515 8008 47092
7564 7563 89368
1304 2177 1
8540 1635 92940
4612 845 67969
39 3312 1
5605 7024 1
1778 1443 7946634
7334 7886 1
5221 6709 7066571
6065 1817 47656
6262 2071 3927151
1905 7519 1
4301 2409 76099
5290 6000 5819531
4393 5799 59345
3876 4790 10768622
973 3742 1
5442 9218 76534
9504 8856 1
7735 7917 6099453
8407 1858 1
9834 6628 1
3484 4355 1
5753 5809 4624
4202 4109 3577516
3506 2321 98764
945 2990 1
8394 822 1
6167 338 7859799
5478 1797 1
9258 7429 11477189
3131 7147 1
8157 6688 1956687
3888 4903 1
3271 2705 1400523
1766 9876 8417
4166 5913 9076862
1992 7953 10373645
8871 7371 93361
5332 1929 1
6723 8630 27287
6913 8633 15876847
1996 1982 1
4527 3445 1
7106 926 1
3131 9090 4641464
4827 2040 16616788
5447 1288 1
3646 101 1
9902 614 1
7548 2829 5391928
4870 7721 5508693
2604 9622 6610
6287 543 1
4966 1889 1
3544 1554 1
5561 6804 1
7495 1492 1
34 412 2867
754 1366 81727
1213 9767 80537
2433 5720 3389980
8489 2526 1
6782 2708 51948
365 5497 14774
6045 5403 1
9041 4748 15219375
1273 4509 58982
2641 159 1
1715 9612 1
9435 3087 34113
1654 1781 1
6999 3262 10786786
7594 5102 47917
8447 4634 2201038
2819 3282 1
8076 4824 7257
936 9842 5008
854 5817 1
4173 1131 1
9426 5661 10732
3385 7056 211450
4695 6691 47397
2949 392 2420583
7488 6355 1
6861 3511 1
5290 6717 56873
8952 5702 9437130
5815 166 1
8723 4217 1
5644 5829 289093
8678 9167 1
434 280 1
1288 9377 1
9779 7975 62460
1172 8112 89884
1627 6955 1
446 3621 7747723
969 8913 1
337 6622 1
7640 9442 8764397
4469 8698 1
7126 4812 1533351
5194 688 1
1348 8553 8158789
5519 3446 10682955
2676 2024 8385
3136 8591 10521
6542 1522 8362
6913 2758 66744
4015 9663 1
2056 1697 1
5104 2716 4361709
520 4830 93721
5323 1326 11824662
5219 5378 26457
9546 8216 1
2661 486 44306
2661 217 1
1822 335 1
8559 4811 6025226
6988 2975 1
3033 5303 11644
9041 5442 1
4187 9439 68026
7227 4313 18465
9102 5743 1
1519 1684 1
3220 2797 1
4384 2364 1
5580 1137 55707
7621 5174 26547
8497 4801 73103
5502 5619 52671
9038 4266 52036
64 1561 26252
3251 5454 1
4776 3055 446520
8750 10039 60198
1152 288 1
7542 7571 27758
4743 7636 92605
6290 9681 5575287
722 5190 51354
6118 5738 45176
6197 9660 18035141
3260 7401 1
9548 6842 1
4654 8743 1
1800 3427 50870
8699 4948 90196
3289 6219 23226
5711 8220 1
343 4121 1872157
12 3722 1
2598 1964 8081831
5877 5887 1
2143 6437 4591793
9026 8372 8915799
4934 7071 48310
1684 6627 82941
5523 1187 1315127
3193 799 1
9174 3577 1
4503 2908 1
4674 7559 72716
5965 4954 1
8393 6793 1
1481 5708 81004
401 5124 42043
1922 207 53763
7526 7627 32005
3181 2297 9909521
5404 4065 1234938
6682 1535 51331
1146 3073 83510
1941 9448 9514
7703 6963 1
5346 913 11369834
5370 3951 3067626
1733 7926 1568777
6310 9264 2932164
6263 2702 2744467
3701 6261 8273794
8756 792 19537
6458 5183 253103
2165 4946 9834541
4163 2320 12071345
7395 5829 1414529
3211 6797 1
5240 1353 87381
1331 7072 26265
1082 3205 94884
8418 5787 1
1082 3167 46498
8364 18 12533
1230 3409 15822950
6949 5131 1514020
212 2835 1
8790 137 35304
8617 6983 1
6228 1407 10047977
7976 9051 1972666
8504 788 1
7231 5863 6606301
1005 9532 1
6131 6548 5998269
1005 7106 7867039
6501 2559 541612
2081 8815 3604459
9589 6777 45048
4381 1024 1
2200 550 1
907 8323 28151
5948 4452 2147619
794 6147 1
721 5033 1
7091 7541 6501903
5668 4487 12115237
4370 2754 66156
2569 7509 1082501
2108 5579 16336650
9381 9390 1
8461 1983 36470
5240 8128 1052980
2056 756 1
1524 5580 2070362
3022 8959 73941
6366 9769 16343
7172 3553 12531387
6272 2626 1
6058 6619 8528257
9535 619 1
6083 7884 11642
6650 3686 1
1164 4527 1
1731 5389 5070026
1914 8076 5545930
4868 6867 54846
1666 4216 1
6047 8865 7089006
2220 5093 1
8194 5816 5979900
1318 6402 1
7336 8051 83991
4412 1960 1
9710 9044 90635
4892 8447 1
6449 5408 1
8541 1945 25734
3153 6549 1
